Epoch 0 | Train Loss: 4.467 | Train Acc: 3.405%
Epoch 168 | Train Loss: 2.003 | Train Acc: 65.551%
Epoch 169 | Train Loss: 2.068 | Train Acc: 63.359%
Epoch 170 | Train Loss: 1.962 | Train Acc: 66.310%
Epoch 171 | Train Loss: 2.044 | Train Acc: 64.355%
Epoch 172 | Train Loss: 1.976 | Train Acc: 66.416%
Epoch 173 | Train Loss: 1.952 | Train Acc: 66.859%
Epoch 174 | Train Loss: 1.990 | Train Acc: 65.881%
Epoch 175 | Train Loss: 2.008 | Train Acc: 65.497%
Epoch 176 | Train Loss: 1.983 | Train Acc: 66.256%
Epoch 177 | Train Loss: 1.962 | Train Acc: 66.647%
Epoch 178 | Train Loss: 1.986 | Train Acc: 66.108%
Epoch 179 | Train Loss: 1.966 | Train Acc: 66.597%
Epoch 180 | Train Loss: 1.965 | Train Acc: 66.869%
Epoch 181 | Train Loss: 1.919 | Train Acc: 67.823%
Epoch 182 | Train Loss: 2.000 | Train Acc: 65.533%
Epoch 183 | Train Loss: 1.931 | Train Acc: 67.796%
Epoch 184 | Train Loss: 1.975 | Train Acc: 66.250%
Epoch 185 | Train Loss: 1.932 | Train Acc: 67.626%
Epoch 186 | Train Loss: 1.902 | Train Acc: 68.460%
Epoch 187 | Train Loss: 2.012 | Train Acc: 65.773%
Epoch 188 | Train Loss: 1.943 | Train Acc: 67.394%
Epoch 189 | Train Loss: 1.987 | Train Acc: 66.136%
Epoch 190 | Train Loss: 1.922 | Train Acc: 67.875%
Epoch 191 | Train Loss: 2.008 | Train Acc: 65.621%
Epoch 192 | Train Loss: 2.002 | Train Acc: 65.631%
Epoch 193 | Train Loss: 1.985 | Train Acc: 66.060%
Epoch 194 | Train Loss: 1.958 | Train Acc: 67.190%
Epoch 195 | Train Loss: 1.891 | Train Acc: 68.778%
Epoch 196 | Train Loss: 1.927 | Train Acc: 67.732%
Epoch 197 | Train Loss: 1.906 | Train Acc: 68.395%
Epoch 198 | Train Loss: 1.953 | Train Acc: 67.246%
Epoch 199 | Train Loss: 1.927 | Train Acc: 67.905%
Epoch 200 | Train Loss: 1.883 | Train Acc: 69.018%
Epoch 201 | Train Loss: 1.972 | Train Acc: 66.663%
Epoch 202 | Train Loss: 1.938 | Train Acc: 67.776%
Epoch 203 | Train Loss: 1.887 | Train Acc: 69.022%
Epoch 204 | Train Loss: 1.974 | Train Acc: 66.603%
Epoch 205 | Train Loss: 1.920 | Train Acc: 68.169%
Epoch 206 | Train Loss: 1.926 | Train Acc: 68.031%
Epoch 207 | Train Loss: 1.944 | Train Acc: 67.270%
Epoch 208 | Train Loss: 1.870 | Train Acc: 69.593%
Epoch 209 | Train Loss: 1.873 | Train Acc: 69.571%
Epoch 210 | Train Loss: 1.880 | Train Acc: 69.521%
Epoch 211 | Train Loss: 1.835 | Train Acc: 70.489%
Epoch 212 | Train Loss: 1.899 | Train Acc: 68.830%
Epoch 213 | Train Loss: 1.949 | Train Acc: 67.578%
Epoch 214 | Train Loss: 1.924 | Train Acc: 68.039%
Epoch 215 | Train Loss: 1.899 | Train Acc: 68.794%
Epoch 216 | Train Loss: 1.935 | Train Acc: 67.614%
Epoch 217 | Train Loss: 1.835 | Train Acc: 70.535%
Epoch 218 | Train Loss: 1.909 | Train Acc: 68.534%
Epoch 219 | Train Loss: 1.923 | Train Acc: 68.239%
Epoch 220 | Train Loss: 1.900 | Train Acc: 68.674%
Epoch 221 | Train Loss: 1.884 | Train Acc: 69.323%
Epoch 222 | Train Loss: 1.875 | Train Acc: 69.587%
Epoch 223 | Train Loss: 1.868 | Train Acc: 69.774%
Epoch 224 | Train Loss: 1.838 | Train Acc: 70.571%
Epoch 225 | Train Loss: 1.859 | Train Acc: 70.142%
Epoch 226 | Train Loss: 1.878 | Train Acc: 69.557%
Epoch 227 | Train Loss: 1.910 | Train Acc: 68.608%
Epoch 228 | Train Loss: 1.874 | Train Acc: 69.461%
Epoch 229 | Train Loss: 1.924 | Train Acc: 68.327%
Epoch 230 | Train Loss: 1.911 | Train Acc: 68.648%
Epoch 231 | Train Loss: 1.837 | Train Acc: 70.701%
Epoch 232 | Train Loss: 1.867 | Train Acc: 69.583%
Epoch 233 | Train Loss: 1.876 | Train Acc: 69.453%
Epoch 234 | Train Loss: 1.907 | Train Acc: 68.588%
Epoch 235 | Train Loss: 1.854 | Train Acc: 69.754%
Epoch 236 | Train Loss: 1.922 | Train Acc: 68.061%
Epoch 237 | Train Loss: 1.838 | Train Acc: 70.487%
Epoch 238 | Train Loss: 1.813 | Train Acc: 71.362%
Epoch 239 | Train Loss: 1.851 | Train Acc: 70.288%
Epoch 240 | Train Loss: 1.862 | Train Acc: 69.974%
Epoch 241 | Train Loss: 1.903 | Train Acc: 68.914%
Epoch 242 | Train Loss: 1.860 | Train Acc: 70.016%
Epoch 243 | Train Loss: 1.835 | Train Acc: 70.661%
Epoch 244 | Train Loss: 1.827 | Train Acc: 70.986%
Epoch 245 | Train Loss: 1.828 | Train Acc: 70.913%
Epoch 246 | Train Loss: 1.797 | Train Acc: 71.877%
Epoch 247 | Train Loss: 1.836 | Train Acc: 71.004%
Epoch 248 | Train Loss: 1.849 | Train Acc: 70.391%
Epoch 249 | Train Loss: 1.795 | Train Acc: 71.799%
Epoch 250 | Train Loss: 1.831 | Train Acc: 71.060%
Epoch 251 | Train Loss: 1.841 | Train Acc: 70.753%
Epoch 252 | Train Loss: 1.811 | Train Acc: 71.414%
Epoch 253 | Train Loss: 1.872 | Train Acc: 69.561%
Epoch 254 | Train Loss: 1.766 | Train Acc: 72.843%
Epoch 255 | Train Loss: 1.820 | Train Acc: 71.372%
Epoch 256 | Train Loss: 1.811 | Train Acc: 71.458%
Epoch 257 | Train Loss: 1.773 | Train Acc: 72.548%
Epoch 258 | Train Loss: 1.843 | Train Acc: 70.431%
Epoch 259 | Train Loss: 1.843 | Train Acc: 70.683%
Epoch 260 | Train Loss: 1.794 | Train Acc: 72.095%
Epoch 261 | Train Loss: 1.797 | Train Acc: 72.099%
Epoch 262 | Train Loss: 1.820 | Train Acc: 71.210%
Epoch 263 | Train Loss: 1.826 | Train Acc: 71.378%
Epoch 264 | Train Loss: 1.792 | Train Acc: 71.947%
Epoch 265 | Train Loss: 1.835 | Train Acc: 70.889%
Epoch 266 | Train Loss: 1.747 | Train Acc: 73.179%
Epoch 267 | Train Loss: 1.817 | Train Acc: 71.302%
Epoch 268 | Train Loss: 1.812 | Train Acc: 71.737%
Epoch 269 | Train Loss: 1.792 | Train Acc: 71.985%
Epoch 270 | Train Loss: 1.798 | Train Acc: 71.993%
Epoch 271 | Train Loss: 1.802 | Train Acc: 71.855%
Epoch 272 | Train Loss: 1.782 | Train Acc: 72.626%
Epoch 273 | Train Loss: 1.762 | Train Acc: 72.855%
Epoch 274 | Train Loss: 1.845 | Train Acc: 70.489%
Epoch 275 | Train Loss: 1.810 | Train Acc: 71.264%
Epoch 276 | Train Loss: 1.806 | Train Acc: 71.813%
Epoch 277 | Train Loss: 1.904 | Train Acc: 68.860%
Epoch 278 | Train Loss: 1.841 | Train Acc: 70.595%
Epoch 279 | Train Loss: 1.843 | Train Acc: 70.543%
Epoch 280 | Train Loss: 1.199 | Train Acc: 89.948%
Epoch 281 | Train Loss: 1.185 | Train Acc: 90.272%
Epoch 282 | Train Loss: 1.179 | Train Acc: 90.581%
Epoch 283 | Train Loss: 1.177 | Train Acc: 90.641%
Epoch 284 | Train Loss: 1.180 | Train Acc: 90.407%
Epoch 285 | Train Loss: 1.175 | Train Acc: 90.679%
Epoch 286 | Train Loss: 1.168 | Train Acc: 90.799%
Epoch 287 | Train Loss: 1.171 | Train Acc: 90.687%
Epoch 288 | Train Loss: 1.167 | Train Acc: 90.845%
Epoch 289 | Train Loss: 1.167 | Train Acc: 90.913%
Epoch 290 | Train Loss: 1.162 | Train Acc: 91.224%
Epoch 291 | Train Loss: 1.161 | Train Acc: 91.174%
Epoch 292 | Train Loss: 1.159 | Train Acc: 91.048%
Epoch 293 | Train Loss: 1.156 | Train Acc: 91.282%
Epoch 294 | Train Loss: 1.155 | Train Acc: 91.262%
Epoch 295 | Train Loss: 1.152 | Train Acc: 91.494%
Epoch 296 | Train Loss: 1.150 | Train Acc: 91.522%
Epoch 297 | Train Loss: 1.148 | Train Acc: 91.400%
Epoch 298 | Train Loss: 1.153 | Train Acc: 91.434%
Epoch 299 | Train Loss: 1.146 | Train Acc: 91.653%

🏆 Best Training Accuracy: 91.653%
