Epoch 0 | Train Loss: 4.467 | Train Acc: 3.405%
Epoch 1 | Train Loss: 4.255 | Train Acc: 6.625%
Epoch 2 | Train Loss: 4.095 | Train Acc: 9.605%
Epoch 3 | Train Loss: 3.945 | Train Acc: 12.961%
Epoch 4 | Train Loss: 3.765 | Train Acc: 16.404%
Epoch 5 | Train Loss: 3.639 | Train Acc: 19.547%
Epoch 6 | Train Loss: 3.476 | Train Acc: 23.345%
Epoch 7 | Train Loss: 3.352 | Train Acc: 26.567%
Epoch 8 | Train Loss: 3.242 | Train Acc: 29.411%
Epoch 9 | Train Loss: 3.197 | Train Acc: 30.711%
Epoch 10 | Train Loss: 3.135 | Train Acc: 32.348%
Epoch 11 | Train Loss: 3.054 | Train Acc: 34.455%
Epoch 12 | Train Loss: 3.024 | Train Acc: 35.399%
Epoch 13 | Train Loss: 2.921 | Train Acc: 37.857%
Epoch 14 | Train Loss: 2.936 | Train Acc: 37.686%
Epoch 15 | Train Loss: 2.839 | Train Acc: 40.503%
Epoch 16 | Train Loss: 2.838 | Train Acc: 40.547%
Epoch 17 | Train Loss: 2.885 | Train Acc: 39.357%
Epoch 18 | Train Loss: 2.771 | Train Acc: 42.296%
Epoch 19 | Train Loss: 2.729 | Train Acc: 43.283%
Epoch 20 | Train Loss: 2.782 | Train Acc: 42.392%
Epoch 21 | Train Loss: 2.721 | Train Acc: 43.836%
Epoch 22 | Train Loss: 2.716 | Train Acc: 44.093%
Epoch 23 | Train Loss: 2.716 | Train Acc: 44.431%
Epoch 24 | Train Loss: 2.718 | Train Acc: 44.251%
Epoch 25 | Train Loss: 2.635 | Train Acc: 46.320%
Epoch 26 | Train Loss: 2.635 | Train Acc: 46.326%
Epoch 27 | Train Loss: 2.626 | Train Acc: 46.717%
Epoch 28 | Train Loss: 2.637 | Train Acc: 46.492%
Epoch 29 | Train Loss: 2.633 | Train Acc: 46.613%
Epoch 30 | Train Loss: 2.619 | Train Acc: 46.829%
Epoch 31 | Train Loss: 2.625 | Train Acc: 46.797%
Epoch 32 | Train Loss: 2.572 | Train Acc: 48.311%
Epoch 33 | Train Loss: 2.587 | Train Acc: 47.915%
Epoch 34 | Train Loss: 2.555 | Train Acc: 48.648%
Epoch 35 | Train Loss: 2.572 | Train Acc: 48.438%
Epoch 36 | Train Loss: 2.570 | Train Acc: 48.770%
Epoch 37 | Train Loss: 2.480 | Train Acc: 50.653%
Epoch 38 | Train Loss: 2.543 | Train Acc: 49.363%
Epoch 39 | Train Loss: 2.479 | Train Acc: 51.160%
Epoch 40 | Train Loss: 2.487 | Train Acc: 50.867%
Epoch 41 | Train Loss: 2.543 | Train Acc: 49.581%
Epoch 42 | Train Loss: 2.446 | Train Acc: 51.927%
Epoch 43 | Train Loss: 2.430 | Train Acc: 52.200%
Epoch 44 | Train Loss: 2.461 | Train Acc: 51.679%
Epoch 45 | Train Loss: 2.433 | Train Acc: 52.320%
Epoch 46 | Train Loss: 2.437 | Train Acc: 52.424%
Epoch 47 | Train Loss: 2.436 | Train Acc: 52.348%
Epoch 48 | Train Loss: 2.442 | Train Acc: 52.208%
Epoch 49 | Train Loss: 2.407 | Train Acc: 53.077%
Epoch 50 | Train Loss: 2.373 | Train Acc: 53.858%
Epoch 51 | Train Loss: 2.381 | Train Acc: 53.760%
Epoch 52 | Train Loss: 2.423 | Train Acc: 52.899%
Epoch 53 | Train Loss: 2.389 | Train Acc: 53.520%
Epoch 54 | Train Loss: 2.346 | Train Acc: 54.978%
Epoch 55 | Train Loss: 2.427 | Train Acc: 52.929%
Epoch 56 | Train Loss: 2.405 | Train Acc: 53.419%
Epoch 57 | Train Loss: 2.348 | Train Acc: 54.702%
Epoch 58 | Train Loss: 2.357 | Train Acc: 54.651%
Epoch 59 | Train Loss: 2.331 | Train Acc: 55.775%
Epoch 60 | Train Loss: 2.330 | Train Acc: 55.451%
Epoch 61 | Train Loss: 2.397 | Train Acc: 53.828%
Epoch 62 | Train Loss: 2.338 | Train Acc: 55.072%
Epoch 63 | Train Loss: 2.313 | Train Acc: 55.731%
Epoch 64 | Train Loss: 2.357 | Train Acc: 54.788%
Epoch 65 | Train Loss: 2.321 | Train Acc: 56.016%
Epoch 66 | Train Loss: 2.286 | Train Acc: 56.695%
Epoch 67 | Train Loss: 2.260 | Train Acc: 57.598%
Epoch 68 | Train Loss: 2.324 | Train Acc: 55.817%
Epoch 69 | Train Loss: 2.308 | Train Acc: 55.929%
Epoch 70 | Train Loss: 2.266 | Train Acc: 57.360%
Epoch 71 | Train Loss: 2.319 | Train Acc: 55.817%
Epoch 72 | Train Loss: 2.317 | Train Acc: 56.004%
Epoch 73 | Train Loss: 2.257 | Train Acc: 57.780%
Epoch 74 | Train Loss: 2.207 | Train Acc: 58.626%
Epoch 75 | Train Loss: 2.309 | Train Acc: 56.244%
Epoch 76 | Train Loss: 2.224 | Train Acc: 58.482%
Epoch 77 | Train Loss: 2.331 | Train Acc: 55.675%
Epoch 78 | Train Loss: 2.206 | Train Acc: 59.355%
Epoch 79 | Train Loss: 2.222 | Train Acc: 58.225%
Epoch 80 | Train Loss: 2.247 | Train Acc: 57.612%
Epoch 81 | Train Loss: 2.251 | Train Acc: 57.925%
Epoch 82 | Train Loss: 2.243 | Train Acc: 58.245%
Epoch 83 | Train Loss: 2.240 | Train Acc: 57.983%
Epoch 84 | Train Loss: 2.258 | Train Acc: 57.590%
Epoch 85 | Train Loss: 2.256 | Train Acc: 57.648%
Epoch 86 | Train Loss: 2.209 | Train Acc: 59.097%
Epoch 87 | Train Loss: 2.218 | Train Acc: 58.950%
Epoch 88 | Train Loss: 2.212 | Train Acc: 58.620%
Epoch 89 | Train Loss: 2.260 | Train Acc: 57.833%
Epoch 90 | Train Loss: 2.215 | Train Acc: 58.890%
Epoch 91 | Train Loss: 2.189 | Train Acc: 59.850%
Epoch 92 | Train Loss: 2.192 | Train Acc: 59.463%
Epoch 93 | Train Loss: 2.213 | Train Acc: 59.165%
Epoch 94 | Train Loss: 2.231 | Train Acc: 58.397%
Epoch 95 | Train Loss: 2.184 | Train Acc: 60.000%
Epoch 96 | Train Loss: 2.285 | Train Acc: 57.294%
Epoch 97 | Train Loss: 2.156 | Train Acc: 60.224%
Epoch 98 | Train Loss: 2.197 | Train Acc: 59.393%
Epoch 99 | Train Loss: 2.218 | Train Acc: 59.077%
Epoch 100 | Train Loss: 2.209 | Train Acc: 59.525%
Epoch 101 | Train Loss: 2.117 | Train Acc: 61.621%
Epoch 102 | Train Loss: 2.156 | Train Acc: 60.693%
Epoch 103 | Train Loss: 2.134 | Train Acc: 61.603%
Epoch 104 | Train Loss: 2.148 | Train Acc: 60.901%
Epoch 105 | Train Loss: 2.112 | Train Acc: 61.759%
Epoch 106 | Train Loss: 2.093 | Train Acc: 62.320%
Epoch 107 | Train Loss: 2.125 | Train Acc: 61.567%
Epoch 108 | Train Loss: 2.178 | Train Acc: 60.323%
Epoch 109 | Train Loss: 2.093 | Train Acc: 62.662%
Epoch 110 | Train Loss: 2.135 | Train Acc: 61.280%
Epoch 111 | Train Loss: 2.150 | Train Acc: 61.002%
Epoch 112 | Train Loss: 2.130 | Train Acc: 61.524%
Epoch 113 | Train Loss: 2.148 | Train Acc: 61.182%
Epoch 114 | Train Loss: 2.120 | Train Acc: 61.861%
Epoch 115 | Train Loss: 2.162 | Train Acc: 60.727%
Epoch 116 | Train Loss: 2.150 | Train Acc: 61.108%
Epoch 117 | Train Loss: 2.105 | Train Acc: 62.366%
Epoch 118 | Train Loss: 2.221 | Train Acc: 59.151%
Epoch 119 | Train Loss: 2.111 | Train Acc: 62.262%
Epoch 120 | Train Loss: 2.101 | Train Acc: 62.308%
Epoch 121 | Train Loss: 2.099 | Train Acc: 62.392%
Epoch 122 | Train Loss: 2.153 | Train Acc: 60.787%
Epoch 123 | Train Loss: 2.087 | Train Acc: 62.865%
Epoch 124 | Train Loss: 2.146 | Train Acc: 61.128%
Epoch 125 | Train Loss: 2.122 | Train Acc: 61.775%
Epoch 126 | Train Loss: 2.103 | Train Acc: 62.474%
Epoch 127 | Train Loss: 2.113 | Train Acc: 61.949%
Epoch 128 | Train Loss: 2.094 | Train Acc: 62.849%
Epoch 129 | Train Loss: 2.085 | Train Acc: 62.923%
Epoch 130 | Train Loss: 2.012 | Train Acc: 64.667%
Epoch 131 | Train Loss: 2.096 | Train Acc: 62.778%
Epoch 132 | Train Loss: 2.137 | Train Acc: 61.342%
Epoch 133 | Train Loss: 2.105 | Train Acc: 62.308%
Epoch 134 | Train Loss: 2.153 | Train Acc: 61.268%
Epoch 135 | Train Loss: 2.019 | Train Acc: 64.549%
Epoch 136 | Train Loss: 2.108 | Train Acc: 62.600%
Epoch 137 | Train Loss: 2.075 | Train Acc: 63.167%
Epoch 138 | Train Loss: 2.082 | Train Acc: 62.941%
Epoch 139 | Train Loss: 2.076 | Train Acc: 63.425%
Epoch 140 | Train Loss: 2.052 | Train Acc: 64.155%
Epoch 141 | Train Loss: 2.055 | Train Acc: 63.602%
Epoch 142 | Train Loss: 2.109 | Train Acc: 62.171%
Epoch 143 | Train Loss: 2.053 | Train Acc: 63.948%
Epoch 144 | Train Loss: 1.982 | Train Acc: 65.825%
Epoch 145 | Train Loss: 2.047 | Train Acc: 64.195%
Epoch 146 | Train Loss: 2.081 | Train Acc: 63.199%
Epoch 147 | Train Loss: 2.097 | Train Acc: 62.899%
Epoch 148 | Train Loss: 1.989 | Train Acc: 65.821%
Epoch 149 | Train Loss: 2.073 | Train Acc: 63.329%
Epoch 150 | Train Loss: 2.037 | Train Acc: 64.349%
Epoch 151 | Train Loss: 2.030 | Train Acc: 64.696%
Epoch 152 | Train Loss: 2.045 | Train Acc: 64.229%
Epoch 153 | Train Loss: 2.036 | Train Acc: 64.289%
Epoch 154 | Train Loss: 2.042 | Train Acc: 64.497%
Epoch 155 | Train Loss: 2.059 | Train Acc: 64.149%
Epoch 156 | Train Loss: 2.075 | Train Acc: 63.482%
Epoch 157 | Train Loss: 1.999 | Train Acc: 65.427%
Epoch 158 | Train Loss: 2.009 | Train Acc: 65.477%
Epoch 159 | Train Loss: 2.023 | Train Acc: 64.824%
Epoch 160 | Train Loss: 2.026 | Train Acc: 64.984%
Epoch 161 | Train Loss: 2.015 | Train Acc: 65.294%
Epoch 162 | Train Loss: 1.988 | Train Acc: 65.956%
Epoch 163 | Train Loss: 2.032 | Train Acc: 64.770%
Epoch 164 | Train Loss: 2.040 | Train Acc: 64.361%
Epoch 165 | Train Loss: 1.998 | Train Acc: 65.461%
Epoch 166 | Train Loss: 1.979 | Train Acc: 66.310%
Epoch 167 | Train Loss: 1.992 | Train Acc: 65.751%
