
===== block_0 =====
c,freq_fgconv_scalar,freq_fgconv_grad,gate_fgconv,gate_fgconv_grad,z_fgconv_energy,z_fgconv_grad_energy,pure_gated_fgconv_energy,pure_gated_fgconv_grad_energy,y_fgconv_energy,y_fgconv_grad_energy
92,0.639602,-0.002558,0.109609,0.001884,1.809918,0.000004,0.198384,0.000012,0.546917,0.000012
93,0.461480,0.000118,0.986783,-0.003233,1.802908,0.000008,1.779080,0.000007,2.126263,0.000007
94,0.700327,0.001220,0.672013,0.007156,2.094902,0.000011,1.407801,0.000013,1.811213,0.000013
95,0.679414,0.002396,0.048080,-0.076158,1.752311,0.000014,0.084252,0.000057,0.421692,0.000057
96,0.500004,0.000443,0.256873,0.008294,1.534009,0.000006,0.394046,0.000014,0.689448,0.000014
97,0.541972,0.002617,0.925364,0.002088,1.984005,0.000007,1.835927,0.000006,2.217985,0.000006
98,0.569454,-0.000832,0.579012,-0.002281,2.164102,0.000010,1.253041,0.000013,1.669779,0.000013
99,0.502733,-0.001471,0.994049,-0.001122,1.956489,0.000005,1.944847,0.000004,2.321606,0.000004
100,0.697087,0.000506,0.866599,-0.003798,1.993532,0.000010,1.727593,0.000009,2.111485,0.000009
101,0.743446,-0.000449,0.464338,-0.003250,2.027247,0.000005,0.941327,0.000007,1.331711,0.000007
102,0.474655,-0.000596,0.251715,0.007189,2.065111,0.000009,0.519819,0.000020,0.917495,0.000020
103,0.604379,0.001036,0.158354,-0.000619,2.146251,0.000004,0.339867,0.000011,0.753167,0.000011
104,0.518812,-0.002117,0.240617,-0.000295,2.057165,0.000006,0.494989,0.000014,0.891134,0.000014
105,0.598885,-0.000657,0.677032,0.004942,1.955331,0.000009,1.323821,0.000010,1.700357,0.000010
106,0.536427,-0.000512,0.531916,-0.006441,2.307164,0.000007,1.227216,0.000010,1.671504,0.000010
107,0.627597,0.001046,0.919260,-0.003536,1.980453,0.000005,1.820551,0.000004,2.201924,0.000004
108,0.425128,0.000437,0.535321,0.002758,2.340685,0.000007,1.253019,0.000010,1.703761,0.000010
109,0.775127,-0.000139,0.862360,-0.000570,1.898288,0.000007,1.637008,0.000007,2.002558,0.000007
110,0.561416,0.001533,0.508684,0.001424,1.992772,0.000005,1.013692,0.000008,1.397437,0.000008
111,0.644133,-0.004641,0.705747,-0.002878,2.012270,0.000008,1.420153,0.000008,1.807653,0.000008
112,0.561108,0.000325,0.444707,-0.016146,2.299386,0.000010,1.022553,0.000015,1.465343,0.000015
113,0.663228,0.000176,0.583652,-0.001671,2.123917,0.000009,1.239628,0.000011,1.648627,0.000011
114,0.473594,-0.001276,0.895966,-0.002421,1.795382,0.000007,1.608601,0.000007,1.954335,0.000007
115,0.917715,0.002632,0.474827,-0.025604,2.042595,0.000018,0.969880,0.000027,1.363220,0.000027
116,0.523274,-0.000781,0.171085,0.011507,2.197652,0.000005,0.375985,0.000014,0.799184,0.000014
117,0.773861,-0.001054,0.889527,0.002004,1.997298,0.000010,1.776650,0.000009,2.161267,0.000009
118,0.526253,0.001515,0.646755,-0.000943,2.107633,0.000010,1.363122,0.000011,1.768986,0.000011
119,0.584875,-0.001425,0.743581,-0.002783,2.752798,0.000008,2.046927,0.000008,2.577030,0.000008
120,0.553506,-0.002211,0.998923,0.000108,3.005292,0.000004,3.002055,0.000003,3.580780,0.000003
121,0.588560,0.001805,0.421896,-0.000073,1.646993,0.000006,0.694859,0.000009,1.012018,0.000009
122,0.497728,-0.000418,0.303125,-0.003970,1.179923,0.000008,0.357664,0.000016,0.584880,0.000016
123,0.562604,-0.000506,0.613862,0.003081,1.519713,0.000009,0.932894,0.000011,1.225543,0.000011
124,0.877325,0.003152,0.460055,0.003043,2.125564,0.000008,0.977877,0.000013,1.387194,0.000013
125,0.752453,0.000138,0.999029,-0.001117,2.705555,0.000008,2.702928,0.000007,3.223933,0.000007
126,0.717139,-0.003730,0.682409,-0.003062,1.854317,0.000011,1.265402,0.000012,1.622485,0.000012
127,0.562785,-0.001806,0.471960,-0.002978,2.019565,0.000005,0.953153,0.000008,1.342057,0.000008
128,0.765831,0.004911,0.995220,-0.002328,1.842046,0.000011,1.833240,0.000009,2.187960,0.000009
129,0.659424,-0.002447,0.759154,-0.002349,1.754366,0.000011,1.331834,0.000012,1.669670,0.000012
130,0.674241,-0.002624,0.593452,0.003387,2.211114,0.000009,1.312191,0.000011,1.737982,0.000011
131,0.546159,-0.001479,0.832133,-0.001679,1.799940,0.000009,1.497790,0.000009,1.844402,0.000009
132,0.584764,-0.000617,0.677991,-0.001770,3.226765,0.000008,2.187717,0.000009,2.809091,0.000009
133,0.510049,0.000410,0.965397,0.000982,1.786891,0.000008,1.725058,0.000007,2.069157,0.000007
134,0.527524,0.000875,0.194692,-0.003374,2.590725,0.000006,0.504393,0.000014,1.003286,0.000014
135,0.464761,0.001869,0.265849,0.005236,2.099404,0.000009,0.558123,0.000019,0.962403,0.000019
136,0.498390,-0.000603,0.058640,-0.008780,1.611890,0.000004,0.094521,0.000017,0.404921,0.000017
137,0.434247,0.000170,0.928141,-0.002094,1.998428,0.000007,1.854824,0.000006,2.239659,0.000006
138,0.602996,0.000795,0.797852,-0.002901,2.108575,0.000006,1.682331,0.000006,2.088376,0.000006
139,0.748798,0.004319,0.896813,0.000599,2.180290,0.000007,1.955313,0.000006,2.375168,0.000006
140,0.572778,0.000327,0.593804,0.005550,4.737294,0.000006,2.813024,0.000008,3.725278,0.000008
141,0.937884,0.000253,0.341698,0.002041,2.366388,0.000007,0.808590,0.000013,1.264283,0.000013
142,0.771413,-0.000534,0.707488,-0.003483,1.608114,0.000006,1.137722,0.000007,1.447394,0.000007
143,0.590398,0.000052,0.998159,-0.000647,1.526559,0.000007,1.523748,0.000006,1.817715,0.000006
144,0.715254,-0.000523,0.621957,0.003003,1.585664,0.000012,0.986215,0.000015,1.291564,0.000015
145,0.654737,0.000242,0.489464,0.000630,3.390123,0.000007,1.659344,0.000011,2.312175,0.000011
146,0.808563,-0.000481,0.746284,-0.002865,3.959195,0.000005,2.954686,0.000005,3.717103,0.000005
147,0.774468,0.000487,0.329411,0.017515,2.184823,0.000007,0.719705,0.000014,1.140434,0.000014
148,0.491258,-0.001708,0.630602,0.003752,2.609000,0.000007,1.645241,0.000009,2.147652,0.000009
149,0.576901,-0.000705,0.600529,0.000633,1.916355,0.000009,1.150826,0.000011,1.519855,0.000011
150,0.720690,-0.001022,0.953612,0.001970,2.133894,0.000006,2.034907,0.000005,2.445828,0.000005
151,0.735689,0.000448,0.303276,0.002389,3.471242,0.000008,1.052746,0.000016,1.721198,0.000016
152,0.597884,0.002116,0.899472,0.003781,1.237413,0.000007,1.113018,0.000007,1.351305,0.000007
153,0.538840,0.004520,0.861936,0.006279,1.770875,0.000009,1.526381,0.000008,1.867396,0.000008
154,0.477175,0.002848,0.985834,0.001011,2.408330,0.000006,2.374214,0.000005,2.837983,0.000005
155,0.707479,-0.000531,0.629623,-0.001171,3.566264,0.000005,2.245401,0.000006,2.932152,0.000006
156,0.661078,0.000854,0.297800,0.001198,1.654131,0.000010,0.492600,0.000020,0.811133,0.000020
157,0.933331,-0.001631,0.719071,0.004082,1.964705,0.000009,1.412762,0.000010,1.791102,0.000010
158,0.876075,-0.000891,0.583399,-0.000997,1.539925,0.000013,0.898391,0.000016,1.194932,0.000016
159,0.505456,0.000279,0.908064,0.005164,1.272671,0.000010,1.155666,0.000009,1.400743,0.000009
160,0.569240,-0.001286,0.762417,0.008931,2.155910,0.000011,1.643702,0.000012,2.058863,0.000012
161,0.607328,-0.000815,0.447421,0.003387,2.464939,0.000007,1.102865,0.000011,1.577535,0.000011
162,0.570707,-0.001253,0.998618,-0.000381,1.525549,0.000007,1.523440,0.000006,1.817213,0.000006
163,0.698382,0.000115,0.814359,-0.002636,2.860828,0.000007,2.329740,0.000007,2.880646,0.000007
164,0.559194,-0.001090,0.451300,-0.005402,1.578510,0.000013,0.712381,0.000020,1.016353,0.000020
165,0.517863,0.002470,0.831910,0.008368,1.575372,0.000014,1.310567,0.000013,1.613935,0.000013
166,0.792028,-0.000049,0.906237,-0.006437,2.090123,0.000009,1.894147,0.000008,2.296639,0.000008
167,0.654615,0.001931,0.844572,0.000832,1.549486,0.000010,1.308653,0.000010,1.607035,0.000010
168,0.534184,-0.001535,0.943029,-0.006544,1.357937,0.000014,1.280574,0.000012,1.542070,0.000012
169,0.724609,0.000244,0.667849,-0.004757,1.823628,0.000009,1.217909,0.000010,1.569082,0.000010
170,1.020666,-0.001343,0.460639,0.006034,2.739426,0.000006,1.261886,0.000009,1.789413,0.000009
171,0.532367,-0.003375,0.694911,0.001334,1.496132,0.000010,1.039679,0.000011,1.327788,0.000011
172,0.577352,0.002939,0.682700,-0.002259,2.122582,0.000007,1.449086,0.000008,1.857829,0.000008
173,0.417926,0.000927,0.155037,-0.008382,1.391937,0.000007,0.215802,0.000020,0.483845,0.000020
174,0.629761,0.000954,0.876883,-0.005287,1.613211,0.000011,1.414597,0.000010,1.725251,0.000010
175,0.742926,0.000127,0.875298,-0.003018,2.616457,0.000010,2.290180,0.000009,2.794027,0.000009
176,0.510616,0.000250,0.822645,-0.002157,1.806047,0.000008,1.485736,0.000008,1.833524,0.000008
177,0.470217,0.003438,0.976520,0.002114,1.828906,0.000006,1.785963,0.000005,2.138153,0.000005
178,0.702950,0.001261,0.998597,0.005202,2.075664,0.000007,2.072752,0.000006,2.472460,0.000006
179,0.677718,0.001345,0.996861,-0.008316,1.752508,0.000008,1.747006,0.000007,2.084484,0.000007
180,0.523813,0.000224,0.357316,0.001422,2.523922,0.000009,0.901837,0.000016,1.387866,0.000016
181,0.719420,-0.001967,0.281080,0.007215,4.821680,0.000004,1.355276,0.000009,2.283780,0.000009
182,0.602546,0.000278,0.999645,-0.006686,2.521170,0.000014,2.520275,0.000012,3.005773,0.000012
183,0.474624,-0.000380,0.757235,-0.000921,2.360977,0.000005,1.787814,0.000005,2.242464,0.000005
184,0.582800,0.002526,0.080084,-0.013686,2.260124,0.000006,0.180999,0.000023,0.616228,0.000023
185,0.517286,-0.000586,0.511718,0.011093,1.809471,0.000012,0.925938,0.000016,1.274385,0.000016
186,0.648463,0.001408,0.348917,-0.002640,1.710711,0.000008,0.596895,0.000014,0.926325,0.000014
187,0.617053,-0.002804,0.888508,0.003433,2.403917,0.000007,2.135900,0.000007,2.598819,0.000007
188,0.563348,0.000973,0.878964,0.003315,2.129870,0.000006,1.872079,0.000006,2.282225,0.000006
189,0.534356,0.000980,0.700068,0.000862,1.852169,0.000006,1.296645,0.000007,1.653314,0.000007
190,0.834229,0.000860,0.225894,-0.005238,1.586778,0.000006,0.358443,0.000014,0.664007,0.000014
191,0.592997,-0.001315,0.617167,-0.007849,2.337605,0.000006,1.442693,0.000008,1.892843,0.000008

===== block_3 =====
c,freq_fgconv_scalar,freq_fgconv_grad,gate_fgconv,gate_fgconv_grad,z_fgconv_energy,z_fgconv_grad_energy,pure_gated_fgconv_energy,pure_gated_fgconv_grad_energy,y_fgconv_energy,y_fgconv_grad_energy
0,0.705969,-0.002164,0.512285,-0.006260,2.090328,0.000013,1.070844,0.000018,1.495703,0.000018
1,0.507279,-0.003020,0.991157,-0.000694,3.706150,0.000008,3.673375,0.000006,4.426650,0.000006
2,0.798731,-0.000200,0.085163,0.004828,1.984227,0.000004,0.168983,0.000014,0.572277,0.000014
3,0.735494,-0.000903,0.392847,0.019481,2.385524,0.000009,0.937145,0.000016,1.422002,0.000016
4,0.580100,0.002440,0.522452,-0.007629,1.920955,0.000009,1.003608,0.000012,1.394041,0.000012
5,0.669479,-0.004451,0.054604,0.003992,1.852588,0.000005,0.101158,0.000019,0.477696,0.000019
6,0.621493,-0.000904,0.999848,0.005223,2.473807,0.000010,2.473430,0.000008,2.976231,0.000008
7,0.817610,-0.001805,0.291536,0.003377,2.180959,0.000007,0.635827,0.000013,1.079107,0.000013
8,0.757792,-0.000855,0.709440,-0.001098,2.254871,0.000007,1.599697,0.000008,2.057999,0.000008
9,0.460333,-0.001851,0.533509,0.000422,2.159644,0.000005,1.152189,0.000006,1.591136,0.000006
10,0.513502,0.001756,0.363248,0.011591,2.350174,0.000007,0.853695,0.000013,1.331368,0.000013
11,0.827753,0.002225,0.738309,0.000657,2.557261,0.000007,1.888048,0.000007,2.407811,0.000007
12,0.528727,0.002092,0.437073,0.001638,1.658465,0.000006,0.724870,0.000009,1.061952,0.000009
13,0.547468,-0.003059,0.963161,-0.016568,1.549307,0.000016,1.492231,0.000013,1.807128,0.000013
14,0.468791,0.000117,0.995501,0.000830,2.221545,0.000007,2.211551,0.000005,2.663079,0.000005
15,0.599238,0.000672,0.434784,0.001703,2.266560,0.000006,0.985464,0.000010,1.446141,0.000010
16,0.725041,-0.000269,0.322051,-0.002671,2.196090,0.000006,0.707253,0.000011,1.153608,0.000011
17,0.557850,-0.000508,0.937127,0.001079,2.109767,0.000007,1.977120,0.000006,2.405931,0.000006
18,0.573906,-0.000402,0.230944,0.008495,2.160084,0.000009,0.498859,0.000020,0.937896,0.000020
19,0.628480,-0.001600,0.943736,0.000152,2.668664,0.000005,2.518515,0.000005,3.060920,0.000005
20,0.501481,-0.003378,0.982051,0.001523,2.425912,0.000009,2.382370,0.000007,2.875437,0.000007
21,0.822116,0.002500,0.980954,0.002229,2.507545,0.000005,2.459786,0.000005,2.969444,0.000005
22,0.696640,0.000115,0.230888,0.001267,2.461598,0.000003,0.568352,0.000006,1.068672,0.000006
23,0.648446,-0.002204,0.519972,0.004977,2.182849,0.000006,1.135020,0.000008,1.578683,0.000008
24,0.500563,-0.000233,0.483489,0.001410,1.604271,0.000007,0.775648,0.000010,1.101716,0.000010
25,0.571397,-0.000181,0.217305,-0.004890,2.212160,0.000007,0.480714,0.000016,0.930335,0.000016
26,0.734290,0.000717,0.791835,0.009922,2.055521,0.000013,1.627633,0.000013,2.045417,0.000013
27,0.607142,0.003058,0.829784,-0.000895,4.097238,0.000005,3.399820,0.000005,4.232583,0.000005
28,0.685783,0.000647,0.642733,0.002903,1.999321,0.000004,1.285030,0.000005,1.691391,0.000005
29,0.646511,-0.002054,0.337793,0.019347,2.071121,0.000009,0.699610,0.000017,1.120565,0.000017
30,0.983742,0.000452,0.995516,0.004906,2.834885,0.000006,2.822172,0.000005,3.398362,0.000005
31,0.564241,0.000334,0.087981,0.007250,2.584752,0.000004,0.227408,0.000013,0.752758,0.000013
32,0.563595,0.001005,0.954430,-0.006656,2.680764,0.000010,2.558601,0.000009,3.103466,0.000009
33,0.656088,-0.000187,0.769862,-0.001039,2.155609,0.000010,1.659522,0.000010,2.097649,0.000010
34,0.770732,0.001374,0.179720,0.006586,1.652283,0.000006,0.296949,0.000017,0.632775,0.000017
35,0.504973,-0.000817,0.651129,-0.001247,1.846101,0.000009,1.202050,0.000011,1.577270,0.000011
36,0.405449,0.000939,0.095451,0.003237,1.957160,0.000006,0.186813,0.000021,0.584605,0.000021
37,0.542736,-0.001195,0.423912,-0.000378,2.256889,0.000006,0.956721,0.000010,1.415434,0.000010
38,0.831145,-0.001804,0.303870,0.005041,1.799177,0.000008,0.546717,0.000015,0.912399,0.000015
39,0.551374,0.000438,0.035641,0.013194,1.634922,0.000010,0.058270,0.000041,0.390568,0.000041
40,0.612900,0.001121,0.529773,0.001736,1.951221,0.000006,1.033703,0.000008,1.430289,0.000008
41,0.706707,-0.000947,0.000959,0.017118,1.796835,0.000009,0.001722,0.000045,0.366929,0.000045
42,0.810309,-0.001511,0.137149,0.017514,2.024407,0.000008,0.277646,0.000024,0.689107,0.000024
43,0.527575,-0.002538,0.999268,0.002101,2.408185,0.000008,2.406421,0.000007,2.895885,0.000007
44,0.632253,0.000530,0.999287,0.000825,1.666638,0.000007,1.665449,0.000006,2.004193,0.000006
45,0.604947,0.001846,0.490695,0.005956,2.058392,0.000007,1.010042,0.000010,1.428410,0.000010
46,0.643077,0.000747,0.805748,0.002804,1.676640,0.000008,1.350948,0.000008,1.691725,0.000008
47,0.651270,-0.000073,0.963995,-0.000862,1.900343,0.000006,1.831921,0.000005,2.218166,0.000005
48,0.555504,-0.000977,0.605415,0.001418,1.520066,0.000012,0.920271,0.000014,1.229224,0.000014
49,0.624543,-0.000979,0.991797,0.002458,2.104652,0.000004,2.087387,0.000004,2.515157,0.000004
50,0.411361,0.002902,0.832830,0.004118,2.832276,0.000006,2.358805,0.000006,2.934465,0.000006
51,0.571464,-0.001995,0.954503,-0.002674,2.429722,0.000006,2.319178,0.000005,2.813019,0.000005
52,0.803404,-0.004773,0.876453,0.005504,2.673201,0.000005,2.342934,0.000005,2.886261,0.000005
53,0.694597,0.001827,0.339459,-0.014806,1.766592,0.000009,0.599686,0.000016,0.958745,0.000016
54,0.575480,-0.002334,0.577903,-0.003149,2.053237,0.000007,1.186572,0.000009,1.603892,0.000009
55,0.558207,-0.002703,0.590082,0.002313,2.342011,0.000013,1.381980,0.000016,1.857993,0.000016
56,0.621213,0.001840,0.457185,-0.001081,2.987960,0.000007,1.366052,0.000010,1.973354,0.000010
57,0.508129,0.000794,0.999325,-0.002400,2.927848,0.000004,2.925870,0.000003,3.520955,0.000003
58,0.901775,0.000365,0.629947,0.000561,2.576799,0.000005,1.623246,0.000006,2.146980,0.000006
59,0.450534,0.002770,0.530531,-0.010844,2.522943,0.000005,1.338501,0.000007,1.851289,0.000007
60,0.532113,-0.001383,0.448788,0.002439,2.860275,0.000010,1.283657,0.000016,1.865008,0.000016
61,0.574615,-0.002659,0.751960,-0.004407,3.077806,0.000009,2.314387,0.000009,2.939951,0.000009
62,0.650674,0.001890,0.166873,-0.006012,2.230985,0.000010,0.372291,0.000027,0.825738,0.000027
63,0.959598,-0.001620,0.371340,0.005837,2.561675,0.000008,0.951251,0.000013,1.471911,0.000013
64,0.453873,0.002735,0.471079,-0.004354,1.921894,0.000005,0.905364,0.000007,1.295988,0.000007
65,0.475971,0.000390,0.502614,-0.007498,2.545434,0.000005,1.279369,0.000007,1.796728,0.000007
66,0.467357,-0.001423,0.403645,-0.004298,1.489581,0.000007,0.601262,0.000012,0.904019,0.000012
67,0.445675,-0.001068,0.272840,0.009670,1.518502,0.000009,0.414309,0.000019,0.722944,0.000019
68,0.656111,-0.001431,0.543159,0.003200,1.627211,0.000006,0.883834,0.000008,1.214565,0.000008
69,0.705021,0.001018,0.980174,0.006101,1.983691,0.000009,1.944362,0.000008,2.347547,0.000008
70,0.615077,-0.000538,0.988308,0.003221,4.035465,0.000009,3.988284,0.000008,4.808491,0.000008
71,0.457325,0.000487,0.688671,-0.004359,2.280478,0.000004,1.570498,0.000004,2.034005,0.000004
72,0.523472,-0.000213,0.292124,-0.006124,1.873515,0.000005,0.547298,0.000010,0.928090,0.000010
73,0.762233,-0.000029,0.972839,0.002069,3.087712,0.000008,3.003849,0.000007,3.631425,0.000007
74,0.742252,0.002343,0.244534,-0.002400,3.037406,0.000008,0.742748,0.000019,1.360101,0.000019
75,0.663763,-0.002904,0.742334,-0.000170,1.955567,0.000008,1.451684,0.000009,1.849152,0.000009
76,0.455291,0.003939,0.207496,0.004798,2.056517,0.000006,0.426718,0.000014,0.844705,0.000014
77,0.803730,-0.001783,0.920560,-0.002320,2.481736,0.000007,2.284588,0.000007,2.789001,0.000007
78,0.568991,0.000554,0.231206,-0.011115,2.803277,0.000006,0.648136,0.000015,1.217901,0.000015
79,0.464962,0.004782,0.514502,-0.002457,2.982199,0.000010,1.534347,0.000014,2.140479,0.000014
80,0.808719,-0.003771,0.626227,0.001848,2.248707,0.000007,1.408202,0.000009,1.865251,0.000009
81,0.444344,-0.002613,0.843130,-0.000212,2.546311,0.000008,2.146870,0.000008,2.664407,0.000008
82,0.696668,0.001641,0.488053,-0.016571,2.568802,0.000009,1.253711,0.000013,1.775819,0.000013
83,0.488863,-0.001520,0.999162,-0.001583,2.328305,0.000007,2.326355,0.000006,2.799582,0.000006
84,0.570587,0.000959,0.298146,-0.003207,1.212621,0.000007,0.361538,0.000014,0.608003,0.000014
85,0.634478,0.001122,0.707774,-0.004442,2.083436,0.000005,1.474602,0.000006,1.898060,0.000006
86,0.622847,-0.002355,0.181677,-0.023822,1.637909,0.000009,0.297570,0.000024,0.630474,0.000024
87,0.642160,-0.004439,0.567936,-0.005872,2.388009,0.000011,1.356237,0.000014,1.841599,0.000014
88,0.639550,0.001608,0.781250,-0.003273,1.875710,0.000008,1.465397,0.000008,1.846635,0.000008
89,0.739257,-0.001379,0.742854,-0.002917,2.267007,0.000006,1.684056,0.000006,2.144825,0.000006
90,0.710552,-0.001367,0.404963,-0.006625,1.939131,0.000008,0.785276,0.000013,1.179404,0.000013
91,0.745427,-0.001408,0.745801,-0.003992,2.130146,0.000007,1.588665,0.000007,2.021617,0.000007
92,0.639602,0.001144,0.789704,0.006527,1.712995,0.000008,1.352759,0.000008,1.700925,0.000008
93,0.461480,-0.001750,0.997936,-0.001223,2.497970,0.000005,2.492815,0.000004,3.000527,0.000004
94,0.700327,-0.001464,0.776717,-0.002110,3.466547,0.000005,2.692526,0.000006,3.397100,0.000006
95,0.679414,0.001193,0.862553,0.001606,3.035424,0.000008,2.618216,0.000007,3.235165,0.000007
96,0.500004,-0.001343,0.800772,0.001031,2.696220,0.000008,2.159057,0.000008,2.707063,0.000008
97,0.541972,0.003044,0.998719,-0.002778,2.129687,0.000006,2.126960,0.000005,2.559818,0.000005
98,0.569454,-0.002259,0.226362,-0.002346,4.361711,0.000007,0.987327,0.000017,1.873844,0.000017
99,0.502733,-0.001486,0.134461,0.007095,2.498330,0.000005,0.335928,0.000016,0.843713,0.000016
100,0.697087,0.001026,0.289230,-0.004084,2.523356,0.000007,0.729831,0.000014,1.242703,0.000014
101,0.743446,0.002353,0.153106,-0.003343,2.002819,0.000007,0.306644,0.000020,0.713717,0.000020
102,0.474655,-0.000016,0.780704,-0.008111,2.741852,0.000012,2.140575,0.000012,2.697856,0.000012
103,0.604379,-0.005457,0.318095,-0.006665,2.166224,0.000009,0.689066,0.000017,1.129350,0.000017
104,0.518812,0.001238,0.597001,0.003023,2.496774,0.000011,1.490578,0.000014,1.998047,0.000014
105,0.598885,0.002642,0.703414,-0.011443,1.453100,0.000016,1.022131,0.000017,1.317473,0.000017
106,0.536427,0.000637,0.090697,0.005974,2.866857,0.000010,0.260016,0.000034,0.842705,0.000034
107,0.627597,0.003955,0.827172,0.007811,3.122955,0.000008,2.583221,0.000007,3.217961,0.000007
108,0.425128,-0.000161,0.999954,-0.005458,3.214552,0.000006,3.214402,0.000005,3.867759,0.000005
109,0.775127,0.001481,0.133131,0.002109,2.169863,0.000006,0.288876,0.000016,0.729901,0.000016
110,0.561416,0.001320,0.483228,0.004387,2.054339,0.000007,0.992714,0.000010,1.410258,0.000010
111,0.644133,0.001325,0.195845,0.000440,1.910172,0.000005,0.374097,0.000013,0.762339,0.000013
112,0.561108,0.000495,0.826167,0.004825,2.505721,0.000014,2.070143,0.000014,2.579431,0.000014
113,0.663228,0.000177,0.174322,-0.006332,1.940655,0.000008,0.338298,0.000021,0.732736,0.000021
114,0.473594,0.004724,0.000550,-0.003864,2.168915,0.000007,0.001192,0.000035,0.442024,0.000035
115,0.917715,0.001398,0.507583,-0.000532,1.754106,0.000007,0.890355,0.000009,1.246877,0.000009
116,0.523274,-0.000230,0.089782,-0.012609,2.167780,0.000008,0.194627,0.000027,0.635228,0.000027
117,0.773861,0.000276,0.413965,0.001336,2.235981,0.000007,0.925617,0.000011,1.380080,0.000011
118,0.526253,0.002201,0.616727,-0.000083,1.698023,0.000004,1.047216,0.000005,1.392339,0.000005
119,0.584875,0.000421,0.197508,0.007879,1.858494,0.000007,0.367068,0.000017,0.744807,0.000017
120,0.553506,0.002308,0.999149,-0.002787,1.856649,0.000006,1.855070,0.000005,2.232434,0.000005
121,0.588560,0.002253,0.714614,0.009874,2.175641,0.000012,1.554743,0.000014,1.996941,0.000014
122,0.497728,-0.002471,0.135230,0.007943,2.844840,0.000004,0.384709,0.000012,0.962922,0.000012
123,0.562604,0.000207,0.009670,-0.010870,2.312218,0.000004,0.022358,0.000020,0.492316,0.000020
124,0.877325,-0.000002,0.904604,-0.007765,1.422352,0.000009,1.286665,0.000008,1.575758,0.000008
125,0.752453,0.001638,0.886876,0.001275,1.542456,0.000007,1.367967,0.000007,1.681471,0.000007
126,0.717139,-0.000224,0.667868,-0.005726,2.691692,0.000009,1.797696,0.000011,2.344782,0.000011
127,0.562785,-0.003690,0.988451,-0.001744,4.784633,0.000004,4.729374,0.000003,5.701850,0.000003
128,0.765831,0.001088,0.957621,-0.000353,2.395093,0.000002,2.293591,0.000002,2.780394,0.000002
129,0.659424,-0.001317,0.975558,-0.001811,2.400733,0.000006,2.342053,0.000005,2.830002,0.000005
130,0.674241,-0.000201,0.367948,-0.002023,2.129651,0.000008,0.783600,0.000015,1.216451,0.000015
131,0.546159,-0.003714,0.091951,-0.006914,2.340941,0.000006,0.215252,0.000021,0.691048,0.000021
132,0.584764,-0.002091,0.860168,0.002953,2.314944,0.000007,1.991240,0.000006,2.461752,0.000006
133,0.510049,0.000625,0.325468,0.016475,1.893550,0.000006,0.616291,0.000011,1.001154,0.000011
134,0.527524,0.001557,0.375429,0.006723,1.644474,0.000006,0.617384,0.000011,0.951623,0.000011
135,0.464761,0.001068,0.195025,0.005015,1.799450,0.000005,0.350938,0.000013,0.716676,0.000013
136,0.498390,0.004424,0.742121,0.002530,2.788733,0.000005,2.069578,0.000005,2.636388,0.000005
137,0.434247,0.001420,0.538672,0.000319,1.735452,0.000004,0.934840,0.000005,1.287571,0.000005
138,0.602996,0.000652,0.093883,0.000530,2.342648,0.000009,0.219935,0.000029,0.696078,0.000029
139,0.748798,0.000006,0.995351,0.002667,5.232940,0.000005,5.208611,0.000004,6.272205,0.000004
140,0.572778,-0.000010,0.798338,0.000333,2.424354,0.000002,1.935453,0.000002,2.428203,0.000002
141,0.937884,0.002798,0.475320,-0.000633,2.884847,0.000007,1.371225,0.000010,1.957570,0.000010
142,0.771413,-0.002467,0.711204,0.004432,1.603726,0.000006,1.140576,0.000007,1.466533,0.000007
143,0.590398,0.000517,0.982926,0.000239,2.227103,0.000006,2.189077,0.000005,2.641735,0.000005
144,0.715254,0.000203,0.384618,-0.006140,1.558751,0.000008,0.599524,0.000014,0.916340,0.000014
145,0.654737,-0.001877,0.795460,0.003447,1.666465,0.000006,1.325606,0.000006,1.664315,0.000006
146,0.808563,-0.000704,0.738122,0.008197,1.863326,0.000009,1.375361,0.000009,1.754082,0.000009
147,0.774468,0.000687,0.547105,0.015325,2.893665,0.000010,1.583140,0.000013,2.171277,0.000013
148,0.491258,-0.000307,0.998844,-0.001798,1.749436,0.000006,1.747414,0.000005,2.102987,0.000005
149,0.576901,0.002157,0.838632,0.009079,1.740188,0.000008,1.459377,0.000008,1.813070,0.000008
150,0.720690,-0.002937,0.422567,-0.000494,1.809930,0.000006,0.764817,0.000010,1.132685,0.000010
151,0.735689,-0.000358,0.787521,0.000353,2.100013,0.000005,1.653804,0.000005,2.080631,0.000005
152,0.597884,-0.000388,0.193567,0.006243,1.090441,0.000006,0.211073,0.000015,0.432705,0.000015
153,0.538840,-0.000801,0.931365,-0.000347,4.009795,0.000003,3.734584,0.000003,4.549574,0.000003
154,0.477175,0.000975,0.966719,0.001269,2.791265,0.000002,2.698371,0.000002,3.265695,0.000002
155,0.707479,0.001231,0.808940,-0.000176,2.412981,0.000007,1.951957,0.000007,2.442395,0.000007
156,0.661078,0.003432,0.711395,0.002108,2.010949,0.000006,1.430578,0.000006,1.839303,0.000006
157,0.933331,-0.000645,0.858347,0.007480,1.953852,0.000008,1.677083,0.000008,2.074203,0.000008
158,0.876075,0.002783,0.979039,0.003174,1.793441,0.000011,1.755848,0.000009,2.120365,0.000009
