
===== block_0 =====
c,freq_fgconv_scalar,freq_fgconv_grad,gate_fgconv,gate_fgconv_grad,z_fgconv_energy,z_fgconv_grad_energy,pure_gated_fgconv_energy,pure_gated_fgconv_grad_energy,y_fgconv_energy,y_fgconv_grad_energy
103,0.332623,0.007969,0.212363,-0.094230,2.227788,0.000033,0.473100,0.000135,0.551546,0.000135
104,0.272641,-0.003226,0.068796,0.003255,2.020478,0.000006,0.139000,0.000061,0.210145,0.000061
105,0.142642,-0.003810,0.271756,0.035391,1.506457,0.000023,0.409389,0.000074,0.462435,0.000074
106,0.197868,0.003173,0.994790,-0.000960,1.880859,0.000021,1.871060,0.000020,1.937289,0.000020
107,0.295793,-0.004473,0.773133,-0.005194,1.667640,0.000018,1.289307,0.000022,1.348028,0.000022
108,0.242567,0.000346,0.863751,-0.005250,1.861027,0.000016,1.607464,0.000018,1.672995,0.000018
109,0.345828,0.000569,0.999740,0.006006,1.791405,0.000020,1.790938,0.000019,1.854017,0.000019
110,0.307641,-0.001658,0.333569,0.002549,1.530762,0.000017,0.510614,0.000046,0.564516,0.000046
111,0.338645,-0.005806,0.110853,-0.004780,1.658788,0.000017,0.183881,0.000116,0.242290,0.000116
112,0.426933,-0.003429,0.789779,-0.002371,1.449594,0.000013,1.144859,0.000016,1.195902,0.000016
113,0.280176,-0.006015,0.456859,-0.011251,1.470976,0.000018,0.672028,0.000037,0.723824,0.000037
114,0.307797,0.007064,0.996294,0.001618,1.500672,0.000013,1.495111,0.000013,1.547952,0.000013
115,0.291924,0.003327,0.142340,0.004566,1.823601,0.000021,0.259572,0.000119,0.323785,0.000119
116,0.468099,0.003201,0.131019,-0.005029,1.995231,0.000011,0.261413,0.000065,0.331670,0.000065
117,0.172071,0.005303,0.216566,0.006092,1.403740,0.000023,0.304002,0.000092,0.353431,0.000092
118,0.280729,-0.009895,0.276678,-0.004259,1.656967,0.000010,0.458446,0.000032,0.516791,0.000032
119,0.310122,-0.006201,0.579578,0.009372,1.215141,0.000014,0.704269,0.000023,0.747057,0.000023
120,0.296822,-0.000765,0.926996,-0.005243,2.486140,0.000012,2.304642,0.000013,2.392184,0.000013
121,0.362518,0.001234,0.999458,0.000372,2.057599,0.000013,2.056483,0.000012,2.128935,0.000012
122,0.472353,0.001176,0.197176,-0.004873,1.987799,0.000012,0.391947,0.000050,0.461942,0.000050
123,0.268212,0.003214,0.955383,-0.007202,1.848170,0.000022,1.765710,0.000022,1.830789,0.000022
124,0.465356,-0.001103,0.382254,0.024105,2.023161,0.000025,0.773360,0.000059,0.844600,0.000059
125,0.361220,0.000344,0.194135,-0.018467,1.592292,0.000014,0.309120,0.000062,0.365188,0.000062
126,0.228058,0.007217,0.189159,0.005197,2.347528,0.000009,0.444056,0.000039,0.526718,0.000039
127,0.316441,-0.000688,0.914495,-0.002981,1.599499,0.000012,1.462734,0.000013,1.519056,0.000013
128,0.252520,0.001984,0.816120,0.000326,1.716034,0.000012,1.400490,0.000014,1.460916,0.000014
129,0.260036,-0.001557,0.964648,0.000907,3.326256,0.000016,3.208665,0.000016,3.325790,0.000016
130,0.241917,0.005727,0.901620,-0.006263,2.222049,0.000024,2.003444,0.000026,2.081687,0.000026
131,0.422335,-0.000861,0.214445,0.019192,1.569167,0.000026,0.336500,0.000105,0.391754,0.000105
132,0.572740,-0.003693,0.962733,0.002650,1.559977,0.000019,1.501841,0.000019,1.556772,0.000019
133,0.382702,-0.004800,0.332366,-0.007673,2.470697,0.000015,0.821176,0.000040,0.908175,0.000040
134,0.315006,0.003589,0.364245,0.006729,1.241568,0.000017,0.452234,0.000042,0.495953,0.000042
135,0.397633,-0.000918,0.536607,0.002560,1.344707,0.000014,0.721580,0.000025,0.768930,0.000025
136,0.372141,0.000558,0.806380,0.004851,1.320042,0.000017,1.064455,0.000021,1.110937,0.000021
137,0.336943,0.003111,0.368311,0.000150,1.479029,0.000016,0.544743,0.000040,0.596823,0.000040
138,0.241524,0.002720,0.586310,-0.000391,1.581114,0.000018,0.927023,0.000029,0.982697,0.000029
139,0.247474,-0.000491,0.110823,0.008979,1.287194,0.000013,0.142651,0.000089,0.187976,0.000089
140,0.364199,0.001658,0.391221,0.007993,2.170170,0.000027,0.849016,0.000063,0.925432,0.000063
141,0.182739,0.011743,0.970336,-0.007834,1.503474,0.000023,1.458876,0.000023,1.511816,0.000023
142,0.375658,0.006092,0.328173,-0.002771,2.023109,0.000016,0.663929,0.000043,0.735167,0.000043
143,0.400086,-0.005689,0.110605,-0.003443,1.520717,0.000007,0.168199,0.000050,0.221747,0.000050
144,0.354847,0.002375,0.415797,-0.001931,1.497971,0.000013,0.622853,0.000030,0.675599,0.000030
145,0.235790,0.006640,0.863385,0.019695,1.743232,0.000032,1.505080,0.000036,1.566463,0.000036
146,0.478193,-0.000759,0.969775,0.009550,1.317401,0.000024,1.277583,0.000024,1.323972,0.000024
147,0.401192,-0.005894,0.645665,0.005564,1.721385,0.000030,1.111438,0.000044,1.172052,0.000044
148,0.204291,-0.002853,0.987497,0.000232,1.273328,0.000016,1.257407,0.000015,1.302244,0.000015
149,0.209975,0.005772,0.092735,0.003361,1.828014,0.000011,0.169520,0.000082,0.233889,0.000082
150,0.292283,-0.007072,0.823521,0.015825,1.697850,0.000023,1.398215,0.000027,1.458000,0.000027
151,0.426466,0.003848,0.418949,0.002136,1.718739,0.000013,0.720065,0.000029,0.780585,0.000029
152,0.172758,0.008464,0.964070,0.001801,1.829895,0.000014,1.764146,0.000014,1.828581,0.000014
153,0.289143,0.000365,0.299109,0.017239,1.417145,0.000026,0.423881,0.000079,0.473782,0.000079
154,0.185136,-0.003025,0.931417,-0.011963,1.706774,0.000027,1.589718,0.000028,1.649817,0.000028
155,0.447266,-0.000226,0.793605,0.005198,1.603621,0.000016,1.272642,0.000019,1.329109,0.000019
156,0.271492,-0.005666,0.845042,0.007950,1.566293,0.000018,1.323584,0.000021,1.378737,0.000021
157,0.287834,-0.002102,0.474731,-0.009805,1.601984,0.000020,0.760512,0.000039,0.816921,0.000039
158,0.204354,-0.002167,0.336721,0.002820,2.166197,0.000012,0.729405,0.000033,0.805681,0.000033
159,0.304120,0.002350,0.220269,0.011133,1.429236,0.000020,0.314817,0.000078,0.365143,0.000078
160,0.278631,0.004406,0.186820,-0.016343,2.304086,0.000019,0.430450,0.000087,0.511582,0.000087
161,0.345700,-0.000724,0.901616,-0.003137,2.023595,0.000025,1.824504,0.000026,1.895760,0.000026
162,0.249111,-0.004099,0.329586,0.005339,1.658642,0.000018,0.546665,0.000048,0.605069,0.000048
163,0.420865,-0.001132,0.427970,-0.001978,1.562150,0.000013,0.668553,0.000028,0.723559,0.000028
164,0.298555,0.003533,0.207246,-0.005319,1.830761,0.000014,0.379419,0.000059,0.443884,0.000059
165,0.303430,0.010443,0.969811,0.002764,1.599473,0.000011,1.551187,0.000011,1.607508,0.000011
166,0.330713,-0.007457,0.544307,0.001546,1.953029,0.000009,1.063047,0.000015,1.131818,0.000015
167,0.357437,-0.005054,0.274991,-0.002427,1.832684,0.000016,0.503972,0.000050,0.568504,0.000050
168,0.344926,0.002441,0.955951,0.005439,1.615435,0.000013,1.544277,0.000013,1.601160,0.000013
169,0.218753,-0.005760,0.193493,0.005647,1.808738,0.000013,0.349978,0.000057,0.413667,0.000057
170,0.390191,-0.003813,0.155254,-0.007112,1.886121,0.000017,0.292827,0.000089,0.359241,0.000089
171,0.247184,-0.000152,0.571292,-0.005993,2.033181,0.000020,1.161540,0.000033,1.233132,0.000033
172,0.445436,-0.007018,0.115083,0.028052,1.299829,0.000014,0.149588,0.000096,0.195358,0.000096
173,0.332842,0.004529,0.968806,0.002735,1.327438,0.000013,1.286029,0.000013,1.332771,0.000013
174,0.323007,0.002708,0.035647,-0.001216,1.417861,0.000016,0.050543,0.000221,0.100469,0.000221
175,0.308559,-0.003913,0.702556,0.005556,1.523264,0.000014,1.070178,0.000019,1.123816,0.000019
176,0.332015,-0.002278,0.938994,-0.003359,1.809184,0.000015,1.698814,0.000015,1.762519,0.000015
177,0.462885,-0.008485,0.569774,-0.002482,1.621618,0.000023,0.923956,0.000038,0.981057,0.000038
178,0.195730,-0.000242,0.627685,-0.006401,1.861876,0.000015,1.168671,0.000022,1.234232,0.000022
179,0.201566,-0.004186,0.953716,0.009432,2.034661,0.000028,1.940488,0.000028,2.012133,0.000028
180,0.198268,-0.001276,0.665345,0.000608,2.111688,0.000018,1.405002,0.000026,1.479359,0.000026
181,0.387445,0.006140,0.169910,0.028775,1.997990,0.000019,0.339478,0.000093,0.409831,0.000093
182,0.248621,-0.004117,0.357305,-0.003791,1.673960,0.000020,0.598114,0.000051,0.657058,0.000051
183,0.304739,0.007693,0.578613,-0.010612,1.735981,0.000018,1.004461,0.000030,1.065589,0.000030
184,0.450665,0.004676,0.315958,0.004999,1.268197,0.000017,0.400697,0.000048,0.445353,0.000048
185,0.618024,0.001139,0.748823,0.005510,1.546373,0.000017,1.157960,0.000021,1.212412,0.000021
186,0.316435,-0.007499,0.348258,0.005075,1.953061,0.000009,0.680169,0.000024,0.748941,0.000024
187,0.262048,0.008708,0.654192,0.007768,1.445207,0.000020,0.945443,0.000029,0.996332,0.000029
188,0.357547,-0.006687,0.593956,0.008612,1.402767,0.000020,0.833182,0.000032,0.882577,0.000032
189,0.338080,0.000645,0.612484,0.006802,1.458328,0.000025,0.893202,0.000038,0.944553,0.000038
190,0.321057,-0.001735,0.386396,0.012371,2.441466,0.000016,0.943374,0.000037,1.029343,0.000037
191,0.331340,0.005646,0.868705,0.006909,1.353445,0.000019,1.175745,0.000021,1.223403,0.000021

===== block_8 =====
c,freq_fgconv_scalar,freq_fgconv_grad,gate_fgconv,gate_fgconv_grad,z_fgconv_energy,z_fgconv_grad_energy,pure_gated_fgconv_energy,pure_gated_fgconv_grad_energy,y_fgconv_energy,y_fgconv_grad_energy
0,0.286099,0.002175,0.620850,0.002365,1.793052,0.000007,1.113216,0.000011,1.159092,0.000011
1,0.547567,0.004768,0.900801,-0.000117,1.692269,0.000013,1.524398,0.000014,1.567696,0.000014
2,0.262153,-0.005150,0.318909,0.010103,1.605239,0.000015,0.511925,0.000044,0.552996,0.000044
3,0.296638,-0.003009,0.413763,0.000317,1.772514,0.000023,0.733400,0.000053,0.778751,0.000053
4,0.427306,-0.007622,0.124120,0.015316,1.301461,0.000022,0.161537,0.000148,0.194836,0.000148
5,0.244569,0.015634,0.577914,0.005699,1.751832,0.000015,1.012409,0.000025,1.057231,0.000025
6,0.420441,0.013250,0.423157,0.004709,1.889267,0.000014,0.799457,0.000032,0.847795,0.000032
7,0.309333,0.009545,0.341125,0.001354,1.598566,0.000009,0.545310,0.000023,0.586211,0.000023
8,0.219953,0.006951,0.090555,0.200846,1.429527,0.000045,0.129451,0.000391,0.166026,0.000391
9,0.425099,0.002377,0.982357,-0.001468,1.432764,0.000024,1.407486,0.000023,1.444144,0.000023
10,0.481269,-0.003219,0.336257,0.000436,2.246495,0.000010,0.755400,0.000028,0.812878,0.000028
11,0.236077,-0.003263,0.665444,0.000683,1.597057,0.000010,1.062752,0.000014,1.103613,0.000014
12,0.358618,-0.012290,0.494529,-0.003695,1.840177,0.000015,0.910021,0.000028,0.957103,0.000028
13,0.347875,0.003679,0.258943,0.023923,1.871966,0.000035,0.484732,0.000122,0.532627,0.000122
14,0.273426,-0.013685,0.321748,0.010460,1.330470,0.000020,0.428076,0.000059,0.462117,0.000059
15,0.308355,0.006696,0.238778,0.006992,2.773099,0.000012,0.662156,0.000045,0.733107,0.000045
16,0.367930,-0.013232,0.120166,-0.009422,1.336931,0.000008,0.160654,0.000052,0.194860,0.000052
17,0.229718,0.006432,0.169744,-0.028367,1.558666,0.000013,0.264575,0.000065,0.304454,0.000065
18,0.324875,-0.002784,0.251853,0.016192,1.765316,0.000013,0.444601,0.000046,0.489768,0.000046
19,0.268146,-0.008628,0.306206,-0.013217,1.918598,0.000028,0.587487,0.000085,0.636575,0.000085
20,0.561389,0.005239,0.230873,-0.066238,1.669733,0.000026,0.385496,0.000101,0.428217,0.000101
21,0.135618,0.002321,0.210321,-0.000420,2.048372,0.000014,0.430816,0.000059,0.483225,0.000059
22,0.406321,0.000370,0.163585,-0.007851,2.255182,0.000019,0.368914,0.000102,0.426615,0.000102
23,0.548492,-0.010725,0.237857,0.001088,1.500471,0.000019,0.356897,0.000073,0.395288,0.000073
24,0.377402,-0.007135,0.319825,-0.016975,1.895163,0.000019,0.606121,0.000055,0.654610,0.000055
25,0.300327,-0.001871,0.737640,0.003071,1.884736,0.000009,1.390256,0.000012,1.438478,0.000012
26,0.264039,-0.002170,0.172618,0.061450,1.623389,0.000036,0.280227,0.000181,0.321762,0.000181
27,0.245891,-0.005814,0.249536,-0.050884,1.992487,0.000024,0.497198,0.000087,0.548177,0.000087
28,0.477294,-0.014908,0.113749,0.010132,1.207949,0.000009,0.137404,0.000065,0.168310,0.000065
29,0.311966,-0.018362,0.112574,0.006107,1.872553,0.000021,0.210802,0.000155,0.258712,0.000155
30,0.246071,0.001061,0.709653,0.002585,1.810952,0.000018,1.285148,0.000025,1.331483,0.000025
31,0.448027,0.011145,0.145883,0.016509,1.528864,0.000016,0.223036,0.000093,0.262153,0.000093
32,0.477919,0.006882,0.221544,-0.007413,1.862720,0.000013,0.412675,0.000053,0.460334,0.000053
33,0.235581,0.013897,0.387972,0.017108,1.722905,0.000014,0.668439,0.000034,0.712520,0.000034
34,0.297015,0.007652,0.105862,0.050795,1.528399,0.000024,0.161799,0.000180,0.200904,0.000180
35,0.291427,0.002346,0.177499,-0.001585,1.995201,0.000004,0.354145,0.000020,0.405194,0.000020
36,0.282426,-0.001495,0.175788,0.017729,1.260190,0.000015,0.221527,0.000074,0.253769,0.000074
37,0.233673,-0.004260,0.767715,0.004986,1.897422,0.000017,1.456680,0.000021,1.505227,0.000021
38,0.541564,-0.016622,0.182806,0.016676,1.406474,0.000015,0.257112,0.000072,0.293098,0.000072
39,0.289360,-0.003518,0.503248,-0.016981,2.239242,0.000017,1.126895,0.000031,1.184187,0.000031
40,0.215397,-0.010296,0.180927,0.001564,1.228585,0.000010,0.222285,0.000049,0.253719,0.000049
41,0.277001,0.008487,0.140385,-0.023461,1.638027,0.000016,0.229954,0.000095,0.271864,0.000095
42,0.246856,-0.000574,0.806805,0.002814,1.641798,0.000014,1.324611,0.000016,1.366617,0.000016
43,0.176629,0.022790,0.354708,0.004519,1.461229,0.000020,0.518310,0.000051,0.555696,0.000051
44,0.389115,-0.012646,0.367518,0.008763,1.870257,0.000021,0.687352,0.000053,0.735204,0.000053
45,0.340610,0.009822,0.249355,0.030498,1.948200,0.000023,0.485793,0.000085,0.535638,0.000085
46,0.221153,-0.011448,0.298683,0.002769,1.745270,0.000017,0.521283,0.000052,0.565937,0.000052
47,0.414721,0.004637,0.453399,-0.026475,1.734091,0.000035,0.786234,0.000073,0.830602,0.000073
48,0.320980,0.006413,0.261592,0.003362,1.540268,0.000015,0.402921,0.000054,0.442330,0.000054
49,0.240689,0.002616,0.208882,-0.002837,1.570504,0.000015,0.328050,0.000063,0.368232,0.000063
50,0.307273,0.007402,0.324062,-0.007766,1.499349,0.000006,0.485883,0.000017,0.524245,0.000017
51,0.246634,0.005751,0.285029,0.005088,1.896025,0.000014,0.540422,0.000044,0.588933,0.000044
52,0.261687,-0.000645,0.157381,-0.009370,1.700075,0.000007,0.267560,0.000037,0.311057,0.000037
53,0.298035,0.003138,0.097730,0.008840,1.555263,0.000016,0.151996,0.000130,0.191788,0.000130
54,0.400847,0.009271,0.185381,-0.016979,2.424654,0.000019,0.449486,0.000091,0.511522,0.000091
55,0.288599,-0.008870,0.257938,-0.003363,1.446372,0.000010,0.373074,0.000034,0.410081,0.000034
56,0.356447,0.000388,0.276067,0.014446,2.213860,0.000013,0.611174,0.000042,0.667817,0.000042
57,0.328379,-0.007238,0.423007,0.019843,1.630863,0.000025,0.689866,0.000055,0.731593,0.000055
58,0.262783,0.009614,0.173234,-0.003245,2.025308,0.000014,0.350852,0.000069,0.402671,0.000069
59,0.327525,0.001688,0.854831,-0.022854,1.714194,0.000023,1.465346,0.000026,1.509205,0.000026
60,0.514725,-0.000464,0.400828,-0.005224,1.618175,0.000018,0.648610,0.000043,0.690012,0.000043
61,0.187135,-0.000706,0.317013,-0.008380,1.944567,0.000016,0.616453,0.000046,0.666206,0.000046
62,0.139122,-0.008518,0.731145,-0.000276,2.390207,0.000023,1.747589,0.000030,1.808744,0.000030
63,0.379575,-0.006859,0.195614,-0.007143,1.566542,0.000009,0.306438,0.000043,0.346519,0.000043
64,0.275042,-0.007277,0.430947,0.017251,1.609585,0.000018,0.693646,0.000039,0.734828,0.000039
65,0.274507,0.006116,0.102678,0.010726,1.449010,0.000005,0.148781,0.000042,0.185855,0.000042
66,0.174054,-0.002692,0.560160,0.019818,2.123961,0.000030,1.189757,0.000052,1.244100,0.000052
67,0.434393,0.007632,0.114815,0.021218,1.482481,0.000012,0.170211,0.000085,0.208141,0.000085
68,0.300213,0.013012,0.249542,-0.001119,1.640960,0.000016,0.409488,0.000057,0.451473,0.000057
69,0.380581,-0.007454,0.308828,0.003788,1.961267,0.000006,0.605693,0.000017,0.655874,0.000017
70,0.243971,0.005169,0.547288,0.020052,1.622965,0.000025,0.888229,0.000043,0.929753,0.000043
71,0.133247,0.000977,0.137736,-0.001346,1.686993,0.000015,0.232360,0.000090,0.275523,0.000090
72,0.360124,-0.006862,0.415429,0.018789,1.802635,0.000024,0.748867,0.000054,0.794989,0.000054
73,0.388772,-0.001624,0.355473,0.012965,1.496630,0.000015,0.532011,0.000039,0.570303,0.000039
74,0.414691,0.003704,0.520790,0.004439,1.776178,0.000011,0.925015,0.000020,0.970459,0.000020
75,0.236545,0.003317,0.544512,0.019902,1.626702,0.000027,0.885759,0.000047,0.927380,0.000047
76,0.277881,0.001310,0.452526,0.013270,1.582881,0.000018,0.716296,0.000037,0.756795,0.000037
77,0.189173,0.015400,0.099028,0.008456,1.433510,0.000010,0.141958,0.000076,0.178635,0.000076
78,0.360159,0.000453,0.854461,0.002607,2.053984,0.000013,1.755049,0.000015,1.807601,0.000015
79,0.253652,0.001081,0.169450,0.001634,1.385147,0.000007,0.234714,0.000037,0.270154,0.000037
80,0.338755,0.010601,0.167921,-0.010355,1.656804,0.000008,0.278212,0.000043,0.320602,0.000043
81,0.276433,0.011790,0.114964,-0.008906,1.471629,0.000008,0.169184,0.000056,0.206837,0.000056
82,0.395170,-0.000075,0.175858,-0.027542,2.019965,0.000009,0.355228,0.000047,0.406910,0.000047
83,0.258484,-0.001801,0.319667,0.007086,2.080115,0.000025,0.664944,0.000074,0.718165,0.000074
84,0.361855,0.018658,0.175020,-0.028418,1.411858,0.000018,0.247103,0.000088,0.283226,0.000088
85,0.338842,0.009653,0.150252,0.010005,1.233064,0.000008,0.185270,0.000048,0.216819,0.000048
86,0.248240,0.000988,0.227403,0.026103,1.775209,0.000030,0.403689,0.000117,0.449108,0.000117
87,0.245412,-0.008819,0.510692,-0.004269,1.270785,0.000014,0.648980,0.000026,0.681494,0.000026
88,0.403928,0.006455,0.331392,0.013129,1.466188,0.000018,0.485882,0.000050,0.523396,0.000050
89,0.349736,-0.016793,0.548164,0.004581,1.415006,0.000013,0.775655,0.000022,0.811859,0.000022
90,0.239774,-0.000665,0.213507,0.010956,1.795638,0.000024,0.383381,0.000099,0.429324,0.000099
91,0.212026,-0.013481,0.212156,-0.011943,1.506044,0.000015,0.319516,0.000063,0.358049,0.000063
92,0.292545,0.000823,0.464993,0.006270,1.528228,0.000016,0.710616,0.000033,0.749716,0.000033
93,0.262558,0.008038,0.374547,-0.012718,1.760393,0.000011,0.659350,0.000028,0.704391,0.000028
94,0.260163,-0.006358,0.546179,-0.023948,2.113286,0.000034,1.154233,0.000060,1.208303,0.000060
95,0.416125,0.000669,0.444470,-0.002752,1.618085,0.000022,0.719190,0.000047,0.760589,0.000047
96,0.282831,0.003426,0.305127,-0.007922,1.374876,0.000021,0.419512,0.000064,0.454689,0.000064
97,0.272680,-0.001080,0.385980,0.010149,2.582170,0.000018,0.996667,0.000043,1.062733,0.000043
98,0.316990,0.000320,0.173953,-0.008347,1.813198,0.000024,0.315412,0.000119,0.361804,0.000119
99,0.253595,-0.012602,0.283220,-0.002766,1.836462,0.000015,0.520123,0.000048,0.567110,0.000048
100,0.215824,0.015017,0.373157,0.000851,1.637501,0.000011,0.611044,0.000027,0.652941,0.000027
101,0.157555,0.003478,0.339010,0.010469,1.658996,0.000023,0.562417,0.000062,0.604864,0.000062
102,0.343210,-0.003992,0.298119,-0.002560,2.087665,0.000014,0.622374,0.000042,0.675788,0.000042
103,0.332623,0.003097,0.268040,-0.019117,1.395016,0.000014,0.373920,0.000049,0.409612,0.000049
104,0.272641,-0.004127,0.239705,0.012621,2.057120,0.000015,0.493103,0.000058,0.545736,0.000058
105,0.142642,-0.007755,0.143998,-0.007132,2.498298,0.000005,0.359751,0.000029,0.423671,0.000029
106,0.197868,0.002123,0.133251,0.006541,1.369182,0.000007,0.182445,0.000043,0.217477,0.000043
107,0.295793,0.010953,0.367346,0.018619,2.115665,0.000028,0.777181,0.000072,0.831312,0.000072
108,0.242567,-0.006192,0.871169,0.003552,1.818288,0.000019,1.584037,0.000021,1.630559,0.000021
109,0.345828,0.009258,0.228765,0.019571,1.792586,0.000018,0.410081,0.000071,0.455945,0.000071
110,0.307641,-0.004327,0.298916,-0.011589,2.088897,0.000015,0.624404,0.000047,0.677850,0.000047
111,0.338645,0.010188,0.399107,0.000226,1.662350,0.000015,0.663455,0.000034,0.705987,0.000034
112,0.426933,0.004432,0.252970,-0.000693,1.289866,0.000005,0.326298,0.000020,0.359300,0.000020
113,0.280176,0.002513,0.353375,0.007796,1.566130,0.000024,0.553431,0.000063,0.593502,0.000063
114,0.307797,-0.015609,0.351723,-0.000102,1.633526,0.000013,0.574549,0.000034,0.616343,0.000034
115,0.291924,0.016369,0.206070,0.003293,2.071099,0.000010,0.426792,0.000041,0.479782,0.000041
116,0.468099,-0.004355,0.434736,0.014135,2.105087,0.000030,0.915157,0.000064,0.969017,0.000064
117,0.172071,-0.008868,0.466301,-0.001027,1.900880,0.000013,0.886382,0.000026,0.935017,0.000026
118,0.280729,0.000734,0.309996,-0.003929,1.575788,0.000020,0.488488,0.000058,0.528805,0.000058
119,0.310122,0.007180,0.220392,-0.002238,1.976079,0.000012,0.435512,0.000047,0.486072,0.000047
120,0.296822,-0.002249,0.157721,-0.012626,1.766021,0.000010,0.278539,0.000056,0.323724,0.000056
121,0.362518,0.007882,0.143321,0.000944,1.520740,0.000006,0.217953,0.000036,0.256862,0.000036
122,0.472353,-0.001136,0.834743,-0.003333,1.976568,0.000020,1.649925,0.000023,1.700497,0.000023
123,0.268212,0.001922,0.142893,-0.064308,1.655673,0.000022,0.236584,0.000128,0.278946,0.000128
124,0.465356,0.002785,0.399741,0.037323,2.073418,0.000029,0.828831,0.000069,0.881881,0.000069
125,0.361220,-0.002329,0.240701,-0.016713,1.623850,0.000011,0.390861,0.000040,0.432409,0.000040
126,0.228058,-0.002979,0.273990,-0.012790,1.478866,0.000009,0.405195,0.000030,0.443032,0.000030
127,0.316441,-0.005311,0.190137,0.004129,2.057017,0.000006,0.391116,0.000029,0.443746,0.000029
128,0.252520,-0.004316,0.177064,-0.002955,1.234227,0.000009,0.218537,0.000046,0.250115,0.000046
129,0.260036,0.003066,0.419683,-0.000235,1.752800,0.000010,0.735620,0.000023,0.780466,0.000023
130,0.241917,0.007455,0.626927,-0.002967,1.944085,0.000015,1.218801,0.000023,1.268541,0.000023
131,0.422335,0.007708,0.466797,-0.000251,1.982928,0.000015,0.925624,0.000031,0.976359,0.000031
132,0.572740,-0.015091,0.271016,0.080397,1.565225,0.000045,0.424201,0.000151,0.464249,0.000151
133,0.382702,-0.006098,0.593138,-0.003799,1.820054,0.000016,1.079542,0.000026,1.126110,0.000026
134,0.315006,0.013801,0.399175,0.001842,2.478861,0.000015,0.989500,0.000036,1.052923,0.000036
135,0.397633,-0.000055,0.229170,-0.020029,1.452462,0.000017,0.332861,0.000065,0.370023,0.000065
136,0.372141,0.001776,0.960364,0.007283,1.860865,0.000025,1.787107,0.000025,1.834718,0.000025
137,0.336943,0.002293,0.126185,0.089370,1.870236,0.000018,0.235996,0.000120,0.283847,0.000120
138,0.241524,-0.000817,0.194056,-0.018196,1.523104,0.000018,0.295567,0.000082,0.334537,0.000082
139,0.247474,0.000466,0.424464,-0.000008,1.420728,0.000012,0.603047,0.000027,0.639398,0.000027
140,0.364199,0.014416,0.106023,-0.032602,2.417656,0.000020,0.256326,0.000149,0.318184,0.000149
141,0.182739,-0.002157,0.316602,-0.007849,1.629431,0.000019,0.515882,0.000055,0.557572,0.000055
142,0.375658,0.000407,0.144787,-0.031456,1.892498,0.000016,0.274008,0.000093,0.322429,0.000093
143,0.400086,-0.002728,0.320228,-0.000304,1.626739,0.000021,0.520927,0.000060,0.562548,0.000060
144,0.354847,0.010044,0.587775,0.016971,2.131873,0.000031,1.253061,0.000051,1.307606,0.000051
145,0.235790,-0.000410,0.183560,0.028510,1.734874,0.000016,0.318453,0.000077,0.362841,0.000077
146,0.478193,-0.008114,0.053852,-0.045887,1.846049,0.000014,0.099413,0.000174,0.146645,0.000174
147,0.401192,-0.000828,0.147646,0.049073,2.132444,0.000018,0.314846,0.000105,0.369406,0.000105
148,0.204291,0.005350,0.473893,0.000188,1.508971,0.000013,0.715091,0.000025,0.753698,0.000025
149,0.209975,-0.008061,0.575906,0.002319,2.922094,0.000010,1.682853,0.000016,1.757616,0.000016
150,0.292283,-0.015111,0.268562,0.002512,1.472015,0.000005,0.395327,0.000016,0.432989,0.000016
151,0.426466,-0.001412,0.584634,0.004795,1.345788,0.000014,0.786793,0.000023,0.821226,0.000023
152,0.172758,-0.004448,0.148551,-0.046253,1.836731,0.000025,0.272849,0.000144,0.319843,0.000144
153,0.289143,-0.007541,0.123040,-0.023880,1.733979,0.000008,0.213350,0.000056,0.257715,0.000056
154,0.185136,-0.028775,0.341715,-0.012176,1.336363,0.000017,0.456656,0.000045,0.490847,0.000045
155,0.447266,0.005527,0.833684,0.000631,1.900797,0.000008,1.584664,0.000009,1.633297,0.000009
156,0.271492,0.003944,0.535979,-0.027771,1.759358,0.000028,0.942978,0.000049,0.987993,0.000049
157,0.287834,-0.002679,0.321518,-0.000669,1.382505,0.000006,0.444500,0.000018,0.479872,0.000018
158,0.204354,0.000548,0.306186,0.016028,2.040908,0.000016,0.624897,0.000048,0.677115,0.000048
159,0.304120,0.007977,0.240881,-0.086395,1.607838,0.000050,0.387298,0.000187,0.428435,0.000187
160,0.278631,0.001718,0.322220,0.005561,1.468963,0.000011,0.473329,0.000031,0.510914,0.000031
161,0.345700,0.001580,0.911289,-0.002615,1.743657,0.000009,1.588974,0.000010,1.633587,0.000010
162,0.249111,0.005431,0.310099,0.006761,2.802241,0.000014,0.868973,0.000042,0.940670,0.000042
163,0.420865,0.006036,0.271210,-0.024047,1.840918,0.000022,0.499276,0.000075,0.546377,0.000075
164,0.298555,-0.014901,0.265222,-0.011872,2.009471,0.000015,0.532955,0.000053,0.584369,0.000053
165,0.303430,-0.006769,0.092647,-0.014150,1.204200,0.000006,0.111566,0.000050,0.142376,0.000050
166,0.330713,0.004932,0.211879,0.010228,1.891275,0.000012,0.400722,0.000049,0.449111,0.000049
167,0.357437,0.000347,0.415415,0.018174,1.117238,0.000025,0.464117,0.000056,0.492702,0.000056
168,0.344926,0.006666,0.227165,-0.002987,1.865808,0.000024,0.423847,0.000094,0.471584,0.000094
169,0.218753,-0.008871,0.172090,-0.017074,1.831528,0.000014,0.315187,0.000072,0.362048,0.000072
